No.,book_name,author,publishing-house,date,price,score,url,comment
126,筚路维艰:中国社会主义路径的五次选择,萧冬连,社会科学文献出版社,2014,45.0,9.5,https://book.douban.com/subject/26171466/,在哲学中，有一个名为“忒修斯之船”的著名问题：如果忒修斯的船上的木头被逐渐替换，直到所有的木头都不是原来的木头，那这艘船还是原来的那艘船吗？近代以来中国共产党对于马克思主义理论的运用及对社会主义建设的探索，可以说就是在一艘“忒修斯之船”上缝缝补补、上下求索...
127,额尔古纳河右岸,迟子建,人民文学出版社,2019,32.0,9.1,https://book.douban.com/subject/34432750/,对于阅读者来说，迟子建是一个令人放心的作家，也就是说，她不会让你失望。在读《额尔古纳河右岸》之前，这种信心主要来自于她的中短篇小说和为数不多的散文。我至今仍可历数她至少十篇以上给人印象深刻的中短小说篇名，比如《清水洗尘》、《雾月牛栏》、《白银那》、《...
128,十万个为什么,,少年儿童出版社,1962,30.0,9.2,https://book.douban.com/subject/2160556/,小时候，如果考试成绩好，我就可以得到一件想要的礼物：一块开满蓝色小花的白手绢，一盒十二种颜色的铅笔，一条红色玻璃心的项链，一套《十万个为什么》。我记得一共有十四本，有的科目分上下两册，封面都是红黑相间的图案，它们装在一个大纸盒里，这对于只看过成套...
129,时间简史:插图本,[英] 史蒂芬·霍金,湖南科学技术出版社,2010,45.0,8.9,https://book.douban.com/subject/1034282/,这本科普读物我前前后后看了6年。2003年初，我浏览了书中所有的彩图、注释及部分章节，这一切对于当时的我来说充满新奇却也过于深奥。2007年夏，我又拿起了这本平时只当是插画书信手翻看的精装硬皮书，认认真真地读了前五章，到第五章涉及量子物理时候彻底晕了。于是再次放下了...
130,面纱,[英] 威廉·萨默塞特·毛姆,江西人民出版社,2016,39.8,9.0,https://book.douban.com/subject/26757680/,这篇书评可能有关键情节透露良心书评！全文7千多字！翻了很多次书，码字了一个月的晚上，不好看你捶我。🙇♀️1《论自助》中说：我们能从伟大的作品中发现并重见被自己摒弃的思想。毛姆的作品——《面纱》就有这样的作用。我曾想，自己会不会因所谓的真爱做第三者，我曾想，会不会难以忍受伴侣的...
131,西线无战事,[德] 埃里希·玛丽亚·雷马克,上海文艺出版社,2021,49.0,9.4,https://book.douban.com/subject/35272817/,有许多人谈论战争，他们谈论战争的词句如同少男们谈论一场兴趣盎然的魔兽比赛，或者少女们谈论一场郊游计划那样轻松热烈。他们都自信在战争中会成为英雄。他们都希望在枪林弹雨中建树功勋，在炮火硝烟中获得荣誉。谈到牺牲，他们轻松地说：“人固有一死嘛！”他们甚至是在期待...
132,王尔德童话,[英] 王尔德,译林出版社,2003,6.0,9.1,https://book.douban.com/subject/1119839/,这篇书评可能有关键情节透露除了安徒生之外，最爱的童话是王尔德的.这个抛妻弃子因不伦之恋入牢饱受非议的作家笔下，荒野玫瑰般爱恨交织陷入狂恋不能自拔、会跳七重纱之舞的巴比伦公主莎乐美，充满血腥和强夺的死亡之吻。写给孩子的童话里面满满溢出的尽是些苦涩的甜美的爱情。一、西班牙公主的生日为庆...
133,金色梦乡,[日] 伊坂幸太郎,译林出版社,2010,35.0,9.0,https://book.douban.com/subject/5038409/,《金色梦乡》编辑手记……2016年6月底，我拿到了《金色梦乡》的译稿。我知道，伊坂幸太郎的这部作品，无论是在日本还是中国的伊坂迷心中，都占有绝对重要的位置。毋庸置疑，这是伊坂幸太郎最重要的代表作。其实，《金色梦乡》已经在中国内地出过简体版，但已绝版多年，网络上...
134,小径分岔的花园,[阿根廷] 豪·路·博尔赫斯,上海译文出版社,2015,23.0,8.9,https://book.douban.com/subject/25796120/,薄薄的一本，一共只有99页，竟然塞进了七个短篇小说。可其中所包含的信息量，个人感觉丝毫不逊色于那些几百万字的鸿篇巨作。水平差的作者，为了表达一个想法，堆砌着人物和情节，加上直白的心理描写，恨不得直接亲自入戏，用作者的画外音告诉读者：“我想表达的是这个意思！读...
135,这些人，那些事,吴念真,译林出版社,2011,28.0,8.8,https://book.douban.com/subject/6388661/,医院的住院部是个和外界不搭界的地方。这里干净，散发着84的气味，白色帘子把阳光都遮住，下午，人都睡思昏沉。病房里有三张床。我婆婆靠门，中间床是个老妇人，和她一天进来。她们都已经住了半月余。靠窗子的六号床则一直在换人。起先是个形容枯槁的中老年女性，陪同的年...
136,1367:陳浩基作品2,陳浩基,皇冠文化出版有限公司,2014,350.0,9.1,https://book.douban.com/subject/25897884/,第二章的结束部分，小明很奇怪唐颖只涂了三个脚趾的黑色趾甲油，唐说因为杀害老爸人的有十个，现在只被捕了三个，每抓住一个凶手就涂一个趾甲；而在第一章中操作电脑的苹果的装扮是“脚上穿着凉鞋，露出涂上黑色趾甲油的十根脚趾头。”而且一直戴着关神探赠送的那顶棒球帽。...
137,流俗地,【马来西亚】黎紫书,北京十月文艺出版社,2021,55.0,9.2,https://book.douban.com/subject/35430425/,《流俗地》完成后，我舒了一口气，第一时间去泡了一杯咖啡，作为犒赏。是的，不是别的，是一杯咖啡。这杯咖啡对我有非凡的意义，没上过咖啡瘾的人难以想象。我喝咖啡的年资很深，自以为成了瘾，可是在写作《流俗地》期间，身体出了意想不到的状况，严重胃酸逆流，不得不戒口，...
138,昨日的世界:一个欧洲人的回忆,[奥] 斯蒂芬·茨威格,广西师范大学出版社,2004,32.0,9.3,https://book.douban.com/subject/1062343/,一经常听人说中国现在的有钱人都是暴发户，不是贵族，培养一个贵族要几百年云云。今天的中国人对贵族这个词有一种说不清的迷恋。的确，自从满清覆灭，贵族这个社会角色已经消失百年了。当今天人们刚刚积累了一点财富时，就开始惦记培养贵族，大概是潜意识里对...
139,平面国:多维空间传奇往事,[英] 埃德温·A.艾勃特,上海文化出版社,2020,39.8,9.2,https://book.douban.com/subject/35170896/,文/鲁冬旭许多读者恐怕对《平面国》并不熟悉，至少我在开始翻译前对其知之甚少：除了《生活大爆炸》里谢尔顿的推崇，我压根没在别处听说过这部作品。1884年出版，作者埃德温·A.艾勃特是牧师、神学家、古典文学学者、公立学校校长——成书年代和作者的身份都让我下意识想拒...
140,我的天才女友:那不勒斯四部曲1,[意] 埃莱娜·费兰特,人民文学出版社,2017,42.0,8.7,https://book.douban.com/subject/26878124/,"这篇书评可能有关键情节透露最近看了《那不勒斯四部曲》，这套书一共有四本，占领豆瓣2017年高分小说no.1,ins上超过3万人都在追的小说，而作者作家埃莱娜·费兰特因这本书成为了“全球最具影响力的100人物”之一。豆瓣一网友评论说：这本书告诉了女人为什么不能太早结婚，以及为什么要坚持读书。这本..."
141,南京大屠杀:第二次世界大战中被遗忘的大浩劫,[美]张纯如（Iris Chang）,中信出版社,2015,49.0,9.7,https://book.douban.com/subject/26545308/,张纯如简历1968年3月28日，生于美国新泽西州普林斯顿。1968-1989年，在伊利诺斯大学香槟城校区随研究物理和微生物学的父母亲成长。1989年，获得伊利诺斯大学新闻学学士学位。1990年，担任《芝加哥论坛报》记者，撰写重要新闻稿。订婚。1991年，获得约翰.霍普金斯大学写...
142,绿毛水怪,王小波,时代文艺出版社,2009,30.0,9.1,https://book.douban.com/subject/3518332/,二十一年前，小波去世后，一帮年轻时代的好友约我出去散心，其中一位告诉我，小波的《绿毛水怪》在他那里。我真是喜出望外：它竟然还在！我原以为已经永远失去了它。《绿水毛怪》是我和小波的媒人。第一次看到它是在一位我们共同的朋友那里。这是一部小说的手稿。小说写在一...
143,一句顶一万句,刘震云,长江文艺出版社,2009,29.8,8.8,https://book.douban.com/subject/3633461/,刘震云53岁了，在公共场合里总是穿着一件对襟的黑色夹袄，说是妈妈亲手做的，这让他看起来很像个乡下来的手艺人。刘震云写小说已经写了30多年，故乡延津的老乡们不觉得当作家是个多荣耀的事儿，就是个靠编瞎话为生的说书人。所以他也不觉得写作是件多么高尚的事情，他最讨厌的...
144,你当像鸟飞往你的山,塔拉·韦斯特弗,南海出版公司,2019,59.0,8.7,https://book.douban.com/subject/33440205/,Educated是一个简洁有力的词，谁都可以读懂。但如果将它直译过来，是否还能保留这种力量？它的被动语态，既传递一种结果，又表达一种状态。“受过教育”和“教养”是这个词的两个层面，选择任何一个都无法完整地表达原意。“受教”更像一个抱拳的动作，生硬而有年代感。似...
145,2001：太空漫游:《太空漫游四部曲》第1部,[英] 阿瑟·克拉克,上海文艺出版社,2019,62.0,9.3,https://book.douban.com/subject/30471298/,-----------读阿瑟·克拉克《太空漫游》四部曲一，引言我是科幻小说迷，我觉得这没什么丢人的。我这么说是因为科幻小说现在在国内景象惨淡，各种魔幻，玄幻大行其道，搞得很多科幻小说的作者读者都跟着灰头土脸，被人鄙视。中国的科幻小说尚未形成一个完整的传统。...
146,长日将尽,[英] 石黑一雄,上海译文出版社,2018,48.0,8.9,https://book.douban.com/subject/30142261/,一、英格兰的男管家莫里斯•拉威尔曾在第一次世界大战后创作了著名的《圆舞曲》，乐曲的旋律如同散落一地的碎片，与以往欢快、优美、流畅的圆舞曲大相径庭。对此，拉威尔说，自从战争之后，维也纳的快乐已经不复存在，取而代之的是满目疮痍、支离破碎的家园。...
147,故事:材质·结构·风格和银幕剧作的原理,[美] 罗伯特·麦基,天津人民出版社,2014,68.0,9.2,https://book.douban.com/subject/25976544/,最早的一本《故事》，还是在上海的时候乌青送我的。前段时间，界面的朋友邀请我给麦基做个采访，于是把这本书又重读了一遍。跟两个小朋友说这事儿，他们非常兴奋，说是熟读麦基倒背如流，于是把他俩拉过来做采访主力。先是邮件采访，问题大都是远帆提的，麦基统一录视频回答问...
148,海的女儿,安徒生,上海译文出版社,1978,0.43,9.2,https://book.douban.com/subject/1765512/,“只有当一个人爱你，把你当做比他父母还要亲近的人的时候；只有当他把他全部的思想和爱情都放在你身上的时候；只有当他让牧师把他的右手放在你的手里、答应现在和将来永远对你忠诚的时候，他的灵魂才会转移到你的身上去，而你就会得到一份人类的快乐。他就会分给你一个灵魂，...
149,阿勒泰的角落,李娟,万卷出版公司,2010,25.0,9.1,https://book.douban.com/subject/4881850/,在读两本书，两本书都是一个人的。李娟，写出这个名字让我感到幸福，读到她的文字是我这些年来阅读中最好的收获，没有之一，就是最好的。《我的阿勒泰》和《阿勒泰的角落》，都是今年七月出版的新书。知道李娟是在四年前，从《南方周末》上读到她的专栏文章...
150,國史大綱（上下）,錢穆,商务印书馆,2013,76.0,9.4,https://book.douban.com/subject/1046492/,中国通史类作品比较受推崇不外乎以下几本，如果想看的话选一部来读即可：《中国通史》吕思勉（30-40年代-沦陷区），《国史大纲》钱穆（30-40年代-国统区）《中国通史》范文澜（50-60年代-大陆），《中国通史》傅乐成（50-60年代-台湾）《中国通史》白...
151,经济学原理（上下）,[美] 曼昆,机械工业出版社,2003,88.0,9.1,https://book.douban.com/subject/1028842/,已经不记得有多少同学们说起过：我开始正式学习经济学就是因为读了曼昆的《经济学原理》！的确，从马歇尔到萨谬逊，再到平狄克和斯蒂格利茨，曼昆的这本《原理》大概是最为生动和有趣的一本。整本书洋溢着浓厚的人文热情，没有任何复杂的数学公式，图形和曲线也简化到了极...
152,地下室手记,(俄罗斯) 陀思妥耶夫斯基,浙江文艺出版社,2020,39.8,9.3,https://book.douban.com/subject/34990839/,文/宝木笑传说仓颉造字时，天地变色，鬼哭神嚎，只因文字传世，天机因而泄露。文学作为文字聚变后的菁华，越是极致的作品，往往越会产生深邃甚至神秘的作用，不仅是对于读者而言，更是针对文本创作者本身。毕竟文学是由人创作，是人在其中以自身精神为药引，因而一旦一个人的...
153,鹿川有许多粪,李沧东,武汉大学出版社,2021,58.0,8.9,https://book.douban.com/subject/35517022/,本期主播：宗城：小说写作者，人类观察员本期嘉宾：周昀：武汉大学出版社鹿书工作室编辑叶梦瑶：出版社编辑，韩国文化专门账号GoodbyeLibrary创始人正文：宗城:我们这次对谈的契机是李沧东的新书《鹿川有许多粪》（其实是他自己的旧书，但是第一次被引进国内）。李沧东是...
154,强风吹拂,三浦紫苑,广西师范大学出版社,2015,39.0,9.0,https://book.douban.com/subject/26210487/,（导言略长嫌话唠可直接略过前四段……）本人小时候身体不好，体育很差，差到什么程度呢，小学运动会有一个项目叫迎面接力，50米赛道，小同学们两头接力跑，最先跑完最后一棒的班级获胜。那是真正的集体项目，五六十人的班大概有四十人要跑，因为参与度高，赛况变化大，气氛很...
155,安娜·卡列尼娜,[俄] 列夫·托尔斯泰,上海文艺出版社,2007,37.0,9.2,https://book.douban.com/subject/2253380/,1、虽然尽量的平衡和反省自我，依然会时不时的焦躁，对付这种情绪，我最常用的方式就是看老陀，看托尔斯泰这种大部头的作品，最近重读完《安娜·卡列宁娜》。大师的作品，总是让人有满腔的感慨，却一言难进，所以还是老样子，一条条的随便想到哪里就说到哪里，反正也说不尽。...
156,一个陌生女人的来信,[奥] 斯蒂芬·茨威格,上海译文出版社,2007,20.0,8.7,https://book.douban.com/subject/2154960/,
157,檀香刑,莫言,浙江文艺出版社,2017,56.0,9.3,https://book.douban.com/subject/26905337/,书中有三个重要的角色，刽子手赵甲、高密县令钱丁、猫腔祖师爷孙丙。百家姓前四位是“赵，钱，孙，李”；天干排序前四位是“甲，乙，丙，丁”。按照一一对应，应该是“赵甲，钱乙，孙丙”，但是为何偏偏高密县令拟名是“钱丁”？我觉得跟封建皇朝...
158,德米安:埃米尔·辛克莱的彷徨少年时,[德] 赫尔曼·黑塞,上海人民出版社,2009,25.0,8.9,https://book.douban.com/subject/3578470/,“鸟要挣脱出壳。蛋就是世界。人要诞于世上，就得摧毁这个世界。鸟飞向神。神的名字叫阿布拉克萨斯。”阅读黑塞的作品，《德米安》是一个很好的起点，虽然我绕了个大圈，从《玻璃球游戏》到《荒原狼》，再到《悉达多》，然后才是《德米安》。不同时期的黑塞在我眼前展现出不同...
159,苏菲的世界,[挪] 乔斯坦·贾德,作家出版社,2007,26.0,8.8,https://book.douban.com/subject/2284311/,自然派：泰利斯Thales水安纳克西曼德Anaximander无限安那西梅尼斯Anaximenes气帕梅尼德斯Parmenides一直存在感官幻象理性无变化赫拉克里特斯Heraclitus变化无静止(同一河流)相对一致性乃万物之源恩培都克里斯Empedocles不是只有一种基本物质...
160,全球通史(上):从史前史到21世纪,[美]斯塔夫里阿诺斯,北京大学出版社,2006,42.0,9.2,https://book.douban.com/subject/1922216/,L.S.Stavrianos，这个姓氏听起来颇像瑞典王室的加州大学历史学教授，以一部《全球通史》继续验证着我以为所以是著名学者的标准：人因书名，书由人贵。历史上，大凡有名的文人，学者，都会留下各自的文字。而且，正是因为这些文字，使得他们成了名垂青史的人物。不苛刻...
161,史蒂夫·乔布斯传,[美] 沃尔特·艾萨克森,中信出版社,2011,68.0,8.8,https://book.douban.com/subject/6798611/,开完一周例会，Boss突发奇想要我们讨论“乔布斯现象“这个话题。身旁的小女生嘟嘟囔囔地说了一句：”我觉得乔布斯的死只是这世上诸多事情中的一个，跟我们并没有太大关系，我们只要做好自己就可以。”在电影《穿普拉达的女魔头》里，安德丽娅因为时尚编辑纠结于选择哪条腰带而...
162,万水千山走遍,三毛,哈尔滨出版社,2003,13.8,8.9,https://book.douban.com/subject/1036490/,她每本都在写游记，连起来看才知道这是一个生命的铭刻……看三毛的书，最好是把这个大陆版本的5本全部都看掉她的文字并不只是为了游记，为了记录而写她是为了自己而写看她的书其实就是读她这个人，一个人的成长、成熟，最后沉淀我当初是从后往前看，先看最后一本万水...
163,温柔的夜,三毛,北京十月文艺出版社,2007,28.0,9.1,https://book.douban.com/subject/2068249/,人的一生很长，没有爱人陪伴的日子。人的一生很短，和心爱的人在一起嬉戏打闹。兰沙略岛、丹娜芙丽岛、拉歌梅拉岛，一座座漂浮的岛屿为西北非对面的加那利群岛染上了神秘的色彩。三毛喜爱流浪，与她从小性格中略带的偏执和随性有关，庆幸的是，她有结伴而行的人...
164,翦商:殷周之变与华夏新生,李硕,广西师范大学出版社,2022,99.0,9.0,https://book.douban.com/subject/36096304/,这篇书评可能有关键情节透露【整体感受】自周文王开始、历经武王、周公旦、成王，祖孙3代4人不遗余力的彻底把商朝的宗教传统和历史记录翦除抹去。只因为这里既埋藏着周人对商文明活人献祭（甚至吃人）的恐惧，也夹杂了周朝先贤们不光彩的帮凶记忆周人原本只是商朝西部边陲的小部落，也曾被商人捉来做活...
165,爱的艺术,[美] 艾·弗洛姆,上海译文出版社,2008,15.0,8.8,https://book.douban.com/subject/3026879/,你了解爱这件事吗？我们身边的人大概没有几个人不曾为它所累，尘世间没有什么比对爱情的渴望更强烈的了。爱随时随地无时不刻都在发生，我们中间有人正在爱，有人即将要爱，剩下的则在花大量时间谈论爱和等待爱。毋庸置疑，人与人间的情愫是一个永无休止的争论，是一个人类永远...
166,球状闪电,刘慈欣,四川科学技术出版社,2005,22.0,8.7,https://book.douban.com/subject/1192090/,紧着慢着看完《三体》，又争分夺秒看完《黑暗森林》，发现自己蹲在了一个虽然壮丽但不折不扣是个大坑的底部，等着那个叫刘慈欣的大神施舍下一锹半锹的土。顺便仰望星空。带着许多疑问。刘慈欣的大名真的如雷贯耳，以致看到架上的书有他的名字，就毫不犹豫买了下来。于是第一...
167,不能承受的生命之轻:中文全译本百万纪念版,米兰·昆德拉,上海译文出版社,2010,29.0,8.8,https://book.douban.com/subject/4920007/,米兰昆德拉的小说观及其哲学背景我们可以从昆德拉《小说的艺术》中看到，“存在”是其不厌其烦谈论的话题，建立在“存在”上的小说观，是昆德拉小说创作的基础。而存在这个形而上的终极命题，在西方哲学史上也经历了一个不断变化发展的过程。要想理解昆德拉的小说，必须首...
168,草房子,曹文轩,江苏少年儿童出版社,2009,18.0,9.0,https://book.douban.com/subject/1052990/,《草房子》里的油麻地，是一个纯净、透明、弥漫着药香的地方。金色的草房子在阳光的照耀下闪着愉悦的光芒，头顶上桑桑的鸽子飞过，有时，我觉得，油麻地就像一个人，有着一颗柔软、干净的心。桑桑、秃鹤、纸月、杜小康……每一个油麻地的孩子都充满了鲜明的个性，或单纯善良，...
169,半生缘:张爱玲全集04——小说,张爱玲,北京十月文艺出版社,2012,29.6,9.1,https://book.douban.com/subject/10757938/,“他和曼桢认识，已经是多年前的事了。算起来倒已经有十四年了——真吓人一跳！马上使他连带地觉得自己老了许多。日子过得真快，尤其对于中年以后的人，十年八年都好像是指顾间的事。可是对于年轻人，三年五载就可以是一生一世。他和曼桢从认识到分手，不过几年的工夫，这几年...
170,亮剑,都梁,解放军文艺出版社,2005,28.0,9.0,https://book.douban.com/subject/1088022/,“如果我以毕生精力投身的这场革命到头来不符合我的初衷，那么这党籍和职务还有什么意义呢？”——题记电视剧里赵刚的出场，背着八路军行军包，走进师部的门，“报到！”一个标准的军礼，满心壮志的坚定表情，却也掩不住未脱的稚气。屏幕右下方打出一排字：赵刚，延安...
171,古文观止,吴楚材,中华书局,1987,21.0,9.1,https://book.douban.com/subject/1014561/,近40年来，尤其是近10年来，《古文观止》的版本层出不穷，令人眼花缭乱。版本虽多，可是同质化非常严重，大部分都是译+注，可能是这种形式最容易卖得出去吧，有些书商或者野鸡出版社根本没这个能力，也出一本“译注”圈钱。而小众一些的形式，比如像繁体竖排，至今只有中华书局...
172,霸王别姬,李碧华,人民文学出版社,1999,10.2,9.1,https://book.douban.com/subject/1088711/,这篇书评可能有关键情节透露重读《霸王别姬》原作，李碧华真是太残忍了。所谓的“一个都不放过，一个都不宽恕”，大概就是这样了。电影版的程蝶衣，无论是跟菊仙争段小楼，争风吃醋，还是给袁四爷做相公，这些行为，都化在了他的“戏”里，他是个痴人，从头到尾把自己当虞姬。而书里很残忍，程蝶衣很“...
173,我不知道该说什么，关于死亡还是爱情:来自切尔诺贝利的声音,[白俄] S·A·阿列克谢耶维奇,花城出版社,2014,34.8,9.1,https://book.douban.com/subject/25884880/,刚刚过去的4月26日，是切尔诺贝利事件30周年纪念日。1986年的那天凌晨，乌克兰境内的切尔诺贝利核电站4号反应炉发生爆炸，8吨多强辐射物质随风飘散，产生的辐射线剂量，相当于广岛长崎两颗原子弹总和的100倍。事故发生时，反应炉附近的居民纷纷站到高处欣赏爆炸的绚丽火光。其...
174,恶意,[日] 东野圭吾,南海出版公司,2016,39.5,8.7,https://book.douban.com/subject/26877752/,有这样一个人么，他对你微笑，帮助你，可是你却觉得他可恨。希望他消失掉？明明应该是爱到极致的朋友，却是恨到了极致？凶手在书的三分之一处就被捕，而且对罪行供认不讳。而此时，小说才刚刚拉开帷幕。整片小说讨论的中心就是那份深不可测层层包裹的动机。在缜密的布局和推...
175,冰与火之歌:（1-5卷：权力的游戏、列王的纷争、冰雨的风暴、群鸦的盛宴、魔龙的狂,[美]乔治·R.R.马丁,重庆出版社,2013,330.0,9.5,https://book.douban.com/subject/25826936/,“这世上虽有一个人为我从未付出的善意爱着我，却有很多很多人因我最大的恩惠而辱骂我。”詹姆和猎狗一样，经历了骑士梦的幻灭，唾弃荣誉，却又将之深藏心底。“那个时候，世界多么单纯，詹姆心想，身边的人都如新铸的长剑，锋利而明亮。我的十五岁，毕竟是一场梦幻么？大家...
176,我的阿勒泰,李娟,云南人民出版社,2010,25.0,8.9,https://book.douban.com/subject/4884218/,认识李娟快十年了，一直称呼她小鸭子，她叫我小老虎，这称呼应该是从msn的签名图片起因的吧。这些年她一直在四处游走，总觉得很遥远，新疆也随着她一起遥远。去年我回北京得知她在南京和朋友住在一个小岛上，每日简朴度日，平淡写字，那时为她高兴，最后...
177,生死疲劳,莫言,浙江文艺出版社,2022,69.9,9.1,https://book.douban.com/subject/35587028/,《生死疲劳》是莫言最新的长篇小说，四十五万字的篇幅，即使以莫言的多产健笔，也算得上是近年来野心极大的尝试。莫言自谓为了写这部书，他弃电脑而回归稿纸，使用「一次性的软笔」（或许是咱们所谓的中性笔？），一鼓作气、每天只睡两三小时，连续拼了一个半月便告完工，并谓...
178,倾城之恋:张爱玲全集01——小说,张爱玲,北京十月文艺出版社,2012,29.8,8.9,https://book.douban.com/subject/10757940/,这篇书评可能有关键情节透露白流苏，“一家二十来口，合住一栋房子，你在屋子里剪个指甲也有人在窗户眼里看着”“从小时候起，她的世界就嫌过于拥挤”，和好赌的丈夫离了婚，在娘家受尽欺辱。范柳原，“他的父母的结合是非正式的”“由于幼年时代的特殊环境，他的脾气本来就有点怪僻”，被三奶奶道“跳舞...
179,麦琪的礼物:欧·亨利短篇小说经典,[美] 欧·亨利,上海社会科学院出版社,2003,25.0,8.7,https://book.douban.com/subject/1051193/,只读过课文里的那篇故事，是我读过为数不多的小说中的一篇，但对我影响犹深，可以说我的整个爱情观都是建立在它之上的。初读时，我满腔悲愤，因为年少的我从作者那细腻的笔触下只读懂了绝望，以为整篇小说只是在讲述一个贫贱夫妻百事哀的道理。我仿佛真真切切的看到了那对年...
180,社会心理学:（第8版）,[美] 戴维·迈尔斯,人民邮电出版社,2006,68.0,9.0,https://book.douban.com/subject/1476651/,这篇书评可能有关键情节透露2个礼拜终于断断续续的读完了这本厚达600多页的大本教材。这本书从个体和社会着手进行了分析。昨天终于看到了首尾之作--“临床心理学”，总结了一点生活中的法则。1。事实证明，乐观的心情确实能增强对于疾病的抵抗能力，那些患心脏病的人多数缺乏耐心，暴躁，易被激怒。2。...
181,激荡三十年（上）:中国企业1978-2008,吴晓波,中信出版社 浙江人民出版社,2007,35.0,8.8,https://book.douban.com/subject/1970428/,我身边有很多吴晓波的爱好者，快乐两点算一个，他对吴晓波的《大败局》推崇备至。张栋伟大概也算一个，《激荡三十年》刚一上市，他就买了两本，一本自己看，一本送给刘韧。至于刘韧，更不用说，他是吴晓波的朋友，一起组建了蓝狮子。刘韧在拿到这本书的时候，也很欣慰吴晓波在...
182,我也有一个梦想:近距离看美国之三,林达,生活·读书·新知三联书店,2004,25.0,9.0,https://book.douban.com/subject/1014825/,这篇书评可能有关键情节透露林达的书虽好，却跟所有其他天朝的“介绍外国”书一样，给译名却不给原名，给事件却不列索引，对读者这么残忍，情何以堪，特列出我的索引。AmericanCivilWar美国内战，南北战争RodneyKing罗德尼·金1992LosAngelesRiots洛杉矶暴动Quaker教友派惨无人道的奴隶制...
183,天朝的崩溃:鸦片战争再研究,茅海建,生活·读书·新知三联书店,2005,32.0,9.2,https://book.douban.com/subject/1675478/,以前读张荫麟先生的《东汉前中国史纲》，很深的一个印象就是与历史课本不同，书中记述的历史“政治味儿”又或者说“道德味儿”不是那么重。平实真切地记录，还历史以原貌，这本写在1928年的书令我见识到世纪初学人的大家风范。茅海建的《天朝的崩溃——鸦片战争再研究》让我感...
184,海风中失落的血色馈赠,[加拿大] 阿利斯泰尔·麦克劳德,上海文艺出版社,2015,20.0,9.0,https://book.douban.com/subject/26357614/,“我们是自己心中绝望的后裔。斯凯、朗姆、巴拉、迪里这些岛是我们的过去。”没人知道，《去往乱岑角的路》主角的祖父是如何在一个连钢笔都没有的年代里，在橡木横梁的高处写下这些符咒般的字句的。他们的祖先，十九世纪初即离开了苏格兰，远赴美洲，把这些孤独的岛屿留给了...
185,亲密关系,[美]罗兰·米勒 (Rowland S. Miller),人民邮电出版社,2015,138.0,9.2,https://book.douban.com/subject/26585065/,"这篇书评可能有关键情节透露在此分享，希望能对各位有所帮助。如果想""科学""地建立亲密关系，有效地区分各个不入流媒体人撰写的杂七杂八的所谓“爱情”和“关系学”鸡汤，这本书读完应该差不多。看了两周，每天上下班地铁看着，左手手机右手kindle一点点记录，看的过程还是挺辛苦，地铁人群多，有时候手都..."
186,东晋门阀政治,田余庆,北京大学出版社,2012,49.0,9.5,https://book.douban.com/subject/10758290/,我读《东晋门阀政治》胡宝国田余庆先生的《东晋门阀政治》一书已经出版十几年了，相关的书评时有所见。我也想写，但又有种种顾虑，一直希望在别人的评论看到自己想说的话。可是这个想法每每落空。看来，自己想说的话还得自己说。《政治》一书为我们讲述...
187,天生有罪:特雷弗·诺亚的变色人生,[南非] 特雷弗·诺亚,北京联合出版公司,2018,58.0,9.0,https://book.douban.com/subject/30125030/,这篇书评可能有关键情节透露看这本书之前，我只知道Trevor来自南非一个跨种族家庭，还有一点点南非种族隔离的历史。刚在美国崭露头角不久，就被囧司徒看中，出乎所有人意料成了TDS下一任主持。光看他在电视上西装革履地和右派辩论，你会以为他可能借白人父亲的光，接受了精英教育，最后成就了美国梦。看...
